	YW1	YW2	YW3	YW4	YW5	YW6	YW7	YW8
ENSG00000273219	1	0	5	6	2	1	0	2
ENSG00000273221	2	4	8	4	4	1	6	10
ENSG00000273225	0	0	0	0	0	0	0	0
ENSG00000273226	5	10	13	17	10	12	9	9
ENSG00000273228	0	0	0	0	0	0	0	0
ENSG00000273230	273	228	293	334	269	252	249	257
ENSG00000273232	0	0	0	0	0	0	0	0
ENSG00000273233	0	0	1	0	0	1	0	1
ENSG00000273234	0	0	0	0	0	0	0	0
ENSG00000273238	67	78	64	107	78	82	53	92
ENSG00000273240	0	0	1	6	3	1	0	1
ENSG00000273243	20	21	39	26	18	18	23	30
ENSG00000273244	0	0	0	0	0	0	0	0
ENSG00000273245	6	4	10	8	5	4	2	8
ENSG00000273247	98	141	198	213	133	113	138	145
ENSG00000273248	3	2	5	6	5	3	4	2
ENSG00000273249	8	17	9	17	12	8	9	13
ENSG00000273252	0	1	0	0	0	0	0	0
ENSG00000273253	233	201	198	313	180	263	203	263
ENSG00000273254	17	13	17	15	5	22	14	8
ENSG00000273255	0	0	0	0	0	0	0	0
ENSG00000273257	2	2	4	5	3	4	3	7
ENSG00000273258	0	0	0	0	0	0	0	0
ENSG00000273259	0	0	0	0	0	0	0	0
ENSG00000273261	1	2	1	3	3	2	0	0
ENSG00000273262	10	5	2	10	10	7	5	7
ENSG00000273264	0	3	3	0	0	2	1	0
ENSG00000273265	14	13	10	20	4	13	15	13
ENSG00000273267	0	0	0	0	0	0	0	0
ENSG00000273269	0	0	0	0	0	0	0	0
ENSG00000273270	136	166	168	199	137	152	165	170
ENSG00000273271	13	16	15	22	23	11	18	15
ENSG00000273272	0	0	0	1	1	1	0	1
ENSG00000273274	95	111	147	162	73	127	106	107
ENSG00000273275	14	14	28	20	23	15	16	17
ENSG00000273284	10	21	19	23	5	9	6	10
ENSG00000273287	6	4	3	4	2	12	5	6
ENSG00000273289	3	3	3	1	0	0	0	2
ENSG00000273291	11	11	9	11	2	5	7	6
ENSG00000273293	0	1	0	2	2	0	0	0
ENSG00000273294	1	0	0	0	0	3	2	0
ENSG00000273295	0	0	0	0	0	0	0	0
ENSG00000273297	25	24	24	37	25	35	35	17
ENSG00000273299	0	0	0	0	0	0	0	0
ENSG00000273300	15	26	26	28	12	15	27	28
ENSG00000273301	0	0	0	0	0	0	0	0
ENSG00000273302	3	1	0	1	0	2	3	4
ENSG00000273305	0	0	0	0	0	0	0	0
ENSG00000273306	37	45	46	40	38	27	40	35
ENSG00000273308	1	0	2	3	2	3	0	0
ENSG00000273311	73	87	92	108	56	84	138	88
ENSG00000273312	0	0	0	0	0	0	0	0
ENSG00000273313	1	3	1	2	0	1	1	3
ENSG00000273314	100	74	91	119	82	88	88	79
ENSG00000273319	1	1	1	2	1	2	2	0
ENSG00000273320	4	3	14	17	11	9	2	4
ENSG00000273321	0	0	0	4	1	0	0	1
ENSG00000273325	7	3	5	8	3	2	11	4
ENSG00000273327	0	0	0	0	0	0	0	0
ENSG00000273328	2	3	3	2	4	0	4	2
ENSG00000273329	220	258	315	290	154	210	240	215
ENSG00000273330	0	0	0	0	0	0	0	0
ENSG00000273331	0	0	0	1	0	0	1	0
ENSG00000273333	0	0	0	0	0	0	0	0
ENSG00000273335	1	2	1	2	0	2	0	1
ENSG00000273336	2	1	8	3	0	2	5	0
ENSG00000273338	0	0	0	0	1	1	0	2
ENSG00000273340	16	17	16	19	13	17	17	14
ENSG00000273341	0	0	0	0	0	0	0	0
ENSG00000273342	4	6	3	11	4	9	0	3
ENSG00000273343	61	54	73	80	33	59	60	51
ENSG00000273344	675	769	758	949	600	726	711	798
ENSG00000273345	13	14	14	16	11	9	17	10
ENSG00000273348	2	0	0	2	0	2	1	1
ENSG00000273350	1	0	5	1	1	3	4	1
ENSG00000273353	7	2	4	6	2	4	7	11
ENSG00000273355	8	13	6	23	8	11	12	11
ENSG00000273356	22	20	35	26	21	24	24	17
ENSG00000273360	0	0	0	0	0	0	0	0
ENSG00000273361	3	6	7	7	2	4	4	5
ENSG00000273362	0	0	0	0	0	0	0	0
ENSG00000273363	13	7	8	8	8	6	7	8
ENSG00000273365	1	0	0	1	0	1	1	1
ENSG00000273367	1	0	4	4	0	0	2	1
ENSG00000273368	0	3	0	0	1	0	0	0
ENSG00000273369	1	7	4	2	1	1	3	2
ENSG00000273370	0	0	0	0	0	0	0	0
ENSG00000273372	6	8	6	2	7	6	9	9
ENSG00000273373	397	584	735	871	731	512	553	513
ENSG00000273374	16	21	34	44	20	22	22	28
ENSG00000273375	1	2	2	3	0	0	0	0
ENSG00000273377	0	0	0	0	0	0	0	0
ENSG00000273381	10	12	10	16	5	5	7	7
ENSG00000273382	118	136	118	175	117	152	146	183
ENSG00000273384	2	4	2	3	2	2	0	1
ENSG00000273387	0	0	1	0	0	0	1	0
ENSG00000273388	4	3	1	0	3	2	1	0
ENSG00000273391	46	57	68	93	74	67	74	67
ENSG00000273394	3	2	2	0	0	6	0	3
ENSG00000273396	9	16	20	18	3	8	5	7
ENSG00000273398	0	2	3	0	2	4	2	2
ENSG00000273399	0	3	2	2	8	1	6	1
ENSG00000273402	14	12	31	36	15	8	32	21
ENSG00000273403	3	0	2	2	3	2	0	1
ENSG00000273406	0	1	5	3	4	0	1	0
ENSG00000273407	0	0	0	0	0	0	0	1
ENSG00000273408	0	0	0	0	0	0	0	0
ENSG00000273409	0	0	0	0	0	0	0	0
ENSG00000273413	0	0	0	0	0	0	0	0
ENSG00000273415	0	0	0	0	0	0	0	0
ENSG00000273416	6	3	5	6	7	12	4	5
ENSG00000273419	15	16	18	11	7	8	9	11
ENSG00000273420	0	0	0	0	0	0	0	0
ENSG00000273423	0	0	0	0	0	0	0	0
ENSG00000273424	2	6	6	13	4	0	6	5
ENSG00000273428	1	1	2	2	3	4	9	1
ENSG00000273432	2	3	5	5	4	2	4	4
ENSG00000273433	0	0	0	0	0	0	0	0
ENSG00000273434	0	0	0	0	0	0	0	0
ENSG00000273437	4	1	5	4	3	6	4	3
ENSG00000273442	3	6	3	4	0	2	13	2
ENSG00000273443	1	4	2	1	1	2	2	5
ENSG00000273444	1	0	3	0	0	1	0	1
ENSG00000273445	0	0	1	0	0	0	0	0
ENSG00000273447	4	7	13	7	11	7	4	5
ENSG00000273448	39	56	68	88	35	37	51	37
ENSG00000273449	28	48	86	63	53	35	57	29
ENSG00000273450	1	3	3	2	3	3	6	3
ENSG00000273451	0	1	4	3	0	1	4	1
ENSG00000273454	3	4	5	4	1	4	8	3
ENSG00000273455	2	1	1	1	2	1	2	2
ENSG00000273456	20	26	22	38	23	29	27	17
ENSG00000273461	0	0	0	0	0	0	0	0
ENSG00000273464	4	4	4	9	2	1	1	5
ENSG00000273466	148	107	137	157	143	141	126	121
ENSG00000273471	0	0	0	0	0	0	0	0
ENSG00000273472	11	4	11	9	9	14	15	8
ENSG00000273473	4	11	10	11	4	12	7	15
ENSG00000273474	3	1	0	2	3	3	2	2
ENSG00000273476	0	5	0	0	1	1	1	0
ENSG00000273481	0	1	5	2	0	1	0	1
ENSG00000273483	9	3	9	8	8	9	7	7
ENSG00000273484	0	0	0	0	0	0	0	0
ENSG00000273485	30	16	30	23	29	28	37	22
ENSG00000273486	8	6	4	24	8	13	9	3
ENSG00000273487	1	4	3	2	4	2	3	6
ENSG00000273489	1	2	1	1	0	1	5	0
ENSG00000273492	0	1	1	1	0	0	1	1
ENSG00000273493	4	0	1	6	4	2	5	4
ENSG00000273496	2	1	5	6	5	0	1	7
ENSG00000273497	0	0	0	1	0	0	0	0
ENSG00000273499	0	0	0	0	0	0	0	0
ENSG00000273500	0	0	0	0	0	0	0	0
ENSG00000273507	3	7	4	1	4	2	7	4
ENSG00000273509	3	3	3	1	2	0	1	4
ENSG00000273512	0	0	0	0	0	0	0	1
ENSG00000273513	1	5	2	11	1	3	3	0
ENSG00000273514	6	2	0	0	2	5	3	2
ENSG00000273515	0	0	0	0	0	0	0	0
ENSG00000273516	0	0	0	0	0	0	0	0
ENSG00000273520	0	0	0	0	0	0	0	0
ENSG00000273521	3	1	0	3	3	0	4	0
ENSG00000273523	4	6	5	6	3	9	3	3
ENSG00000273524	2	1	3	1	0	1	3	0
ENSG00000273532	0	0	0	0	0	0	0	0
ENSG00000273536	0	0	0	0	0	0	0	0
ENSG00000273537	0	0	0	0	0	0	0	0
ENSG00000273540	0	1	0	0	0	0	0	1
ENSG00000273541	0	0	0	0	0	0	0	0
ENSG00000273542	5	3	8	5	7	4	7	2
ENSG00000273544	0	0	0	0	0	0	0	0
ENSG00000273549	0	1	0	0	0	0	0	0
ENSG00000273550	0	0	0	0	0	0	0	0
ENSG00000273551	0	0	0	0	0	2	0	0
ENSG00000273552	0	0	0	0	2	0	0	0
ENSG00000273553	0	0	0	1	0	0	0	1
ENSG00000273554	2	1	0	1	1	0	1	1
ENSG00000273555	0	0	0	0	0	0	0	1
ENSG00000273557	0	0	0	0	1	0	0	0
ENSG00000273558	0	0	0	0	0	0	0	0
ENSG00000273559	857	863	1329	1165	887	893	1172	926
ENSG00000273565	0	0	0	0	2	0	2	2
ENSG00000273566	0	0	0	0	0	0	0	0
ENSG00000273567	0	0	0	0	0	0	0	0
ENSG00000273568	71	77	133	113	51	94	117	75
ENSG00000273569	0	0	0	0	0	0	0	0
ENSG00000273570	0	0	0	0	0	0	0	0
ENSG00000273571	0	0	0	0	0	0	0	0
ENSG00000273573	0	0	0	0	0	0	0	0
ENSG00000273576	59	68	73	85	52	69	62	80
ENSG00000273580	0	0	0	0	0	0	0	0
ENSG00000273582	0	0	0	0	0	0	0	0
ENSG00000273584	0	0	0	2	2	0	0	1
ENSG00000273585	3	5	2	5	1	5	8	2
ENSG00000273586	0	0	0	0	0	0	0	0
ENSG00000273587	0	0	0	0	0	0	0	0
ENSG00000273588	0	0	0	0	0	0	0	0
ENSG00000273589	0	0	0	0	0	0	0	0
ENSG00000273590	3	3	6	5	1	2	6	3
ENSG00000273591	0	0	0	0	0	0	0	0
ENSG00000273593	0	0	0	0	0	1	0	0
ENSG00000273595	0	0	0	0	0	0	0	0
ENSG00000273596	0	0	0	0	0	0	0	0
ENSG00000273597	0	0	1	0	0	0	0	0
ENSG00000273598	0	0	0	0	0	0	0	0
ENSG00000273599	4	13	8	4	6	9	7	10
ENSG00000273600	0	0	0	0	0	0	0	0
ENSG00000273604	0	0	0	0	0	0	0	0
ENSG00000273606	0	0	0	0	0	1	0	0
ENSG00000273609	0	0	0	0	0	0	0	0
ENSG00000273610	0	0	0	0	0	0	0	0
ENSG00000273611	931	982	1398	1222	949	920	1257	932
ENSG00000273612	0	0	0	0	0	0	0	0
ENSG00000273613	0	0	0	0	0	0	0	0
ENSG00000273614	0	0	0	0	0	0	0	0
ENSG00000273618	2	3	9	2	0	6	4	2
ENSG00000273619	89	78	79	131	72	98	83	119
ENSG00000273621	1	0	1	0	1	0	0	0
ENSG00000273623	0	0	0	0	0	0	0	0
ENSG00000273627	0	0	0	0	0	0	0	0
ENSG00000273628	0	4	1	0	0	0	0	0
ENSG00000273629	1	2	1	0	0	0	0	0
ENSG00000273634	0	0	0	0	0	0	0	0
ENSG00000273637	0	0	0	0	0	0	0	0
ENSG00000273639	0	0	0	0	0	0	0	0
ENSG00000273640	0	0	0	0	0	0	0	0
ENSG00000273643	0	0	0	0	0	0	0	0
ENSG00000273644	0	0	0	0	0	0	0	0
ENSG00000273648	0	0	0	0	0	0	0	0
ENSG00000273650	1	0	1	0	1	1	0	0
ENSG00000273654	91	122	135	174	118	100	95	121
ENSG00000273657	0	0	0	0	0	0	0	0
ENSG00000273658	0	0	0	0	0	0	0	0
ENSG00000273659	0	0	0	0	0	0	0	0
ENSG00000273664	0	0	0	1	3	0	0	0
ENSG00000273668	1	0	0	1	0	0	0	0
ENSG00000273669	0	0	0	2	0	0	0	0
ENSG00000273674	7	5	4	4	4	6	1	5
ENSG00000273675	0	0	0	0	0	0	0	0
ENSG00000273677	1	0	1	3	3	3	2	5
ENSG00000273679	0	0	0	0	0	0	0	0
ENSG00000273680	23	36	45	46	31	31	34	33
ENSG00000273682	9	6	24	14	5	11	5	6
ENSG00000273687	1	3	3	3	1	1	1	0
ENSG00000273691	1	7	3	5	6	2	3	3
ENSG00000273692	0	0	0	0	0	0	0	0
ENSG00000273693	0	0	0	0	0	0	0	1
ENSG00000273694	0	0	0	0	0	0	0	0
ENSG00000273696	0	0	0	0	0	0	0	0
ENSG00000273698	0	0	0	0	0	0	0	0
ENSG00000273700	0	0	0	0	0	0	0	0
ENSG00000273701	0	0	0	0	0	0	0	0
ENSG00000273702	36	36	53	57	44	43	40	53
ENSG00000273703	0	0	0	1	0	0	0	0
ENSG00000273704	0	0	0	0	0	0	0	0
ENSG00000273706	100	112	103	162	71	99	131	106
ENSG00000273709	0	0	0	0	0	0	0	0
ENSG00000273710	0	0	0	0	0	0	0	0
ENSG00000273711	24	26	27	24	24	21	22	17
ENSG00000273712	0	0	0	0	2	0	0	0
ENSG00000273716	0	0	0	0	0	1	0	0
ENSG00000273717	0	0	0	0	0	0	0	0
ENSG00000273719	0	0	0	0	0	0	0	0
ENSG00000273720	0	0	0	0	0	0	0	0
ENSG00000273721	0	0	0	0	0	0	0	0
ENSG00000273723	18	24	23	20	21	26	18	27
ENSG00000273724	8	3	6	4	4	1	4	4
ENSG00000273725	0	0	0	0	0	0	0	0
ENSG00000273727	0	0	0	0	0	0	0	1
ENSG00000273729	41	60	60	66	34	50	40	54
ENSG00000273730	0	0	0	0	0	0	0	0
ENSG00000273731	0	0	0	0	0	0	0	0
ENSG00000273732	0	0	0	0	0	0	0	0
ENSG00000273733	2	0	0	1	6	2	0	1
ENSG00000273734	0	0	0	0	0	0	0	0
ENSG00000273736	0	0	0	0	0	0	0	0
ENSG00000273739	0	0	0	0	0	0	0	0
ENSG00000273742	0	3	3	2	1	1	5	1
ENSG00000273744	0	0	0	0	0	0	0	0
ENSG00000273745	0	0	0	0	0	0	0	0
ENSG00000273746	0	0	0	0	0	0	0	0
ENSG00000273747	6	5	2	3	6	4	7	1
ENSG00000273748	231	288	431	409	256	226	394	261
ENSG00000273749	4431	4228	5278	5938	3392	4456	5068	4727
ENSG00000273750	0	0	0	0	0	0	0	0
ENSG00000273756	0	0	0	0	0	0	0	0
ENSG00000273758	0	0	0	0	0	0	0	0
ENSG00000273759	16	23	25	24	13	16	14	13
ENSG00000273760	1	3	5	5	2	2	1	1
ENSG00000273762	0	0	0	0	0	0	0	0
ENSG00000273763	7	19	11	19	16	14	21	27
ENSG00000273765	0	4	3	1	0	0	8	1
ENSG00000273767	0	0	0	0	0	1	4	1
ENSG00000273768	2	3	3	8	0	1	3	4
ENSG00000273769	0	0	0	0	0	0	0	0
ENSG00000273771	1	0	0	4	0	0	2	1
ENSG00000273773	0	0	0	0	0	0	0	0
ENSG00000273776	2	0	0	0	0	0	0	0
ENSG00000273777	0	0	0	0	1	0	0	0
ENSG00000273778	0	0	0	0	0	0	0	0
ENSG00000273782	0	0	0	0	0	0	0	0
ENSG00000273783	37	31	52	38	17	29	30	39
ENSG00000273784	10	5	6	12	0	6	3	7
ENSG00000273786	12	9	20	28	21	10	26	9
ENSG00000273788	0	0	0	0	0	0	0	0
ENSG00000273791	0	0	0	0	0	0	0	0
ENSG00000273792	0	1	6	7	1	1	2	0
ENSG00000273796	7	2	2	5	2	5	4	8
ENSG00000273797	2	1	0	2	0	1	1	0
ENSG00000273800	0	0	0	0	0	0	0	0
ENSG00000273802	1	7	5	2	2	4	11	1
ENSG00000273804	0	0	0	0	0	0	0	0
ENSG00000273805	11	14	9	24	19	12	14	14
ENSG00000273806	0	0	0	0	0	0	0	0
ENSG00000273812	0	0	0	0	0	0	0	0
ENSG00000273813	0	0	0	0	0	0	0	0
ENSG00000273816	0	0	0	1	0	0	1	0
ENSG00000273818	0	0	0	0	0	0	0	0
ENSG00000273819	2	3	2	4	0	4	3	4
ENSG00000273820	219	286	321	347	224	194	285	280
ENSG00000273821	8	9	4	11	1	6	3	7
ENSG00000273824	0	0	0	0	0	0	0	0
ENSG00000273825	0	0	0	0	0	0	0	0
ENSG00000273828	8	11	3	8	1	9	6	4
ENSG00000273829	0	0	0	0	0	0	0	0
ENSG00000273830	0	0	0	0	0	0	0	0
ENSG00000273835	0	0	0	0	0	0	0	0
ENSG00000273836	0	1	0	0	0	0	0	0
ENSG00000273837	0	0	0	0	0	0	0	0
ENSG00000273838	1	0	2	0	0	0	0	0
ENSG00000273840	0	0	0	0	0	0	0	0
ENSG00000273841	0	0	1	2	1	0	0	0
ENSG00000273843	0	0	0	0	0	0	0	0
ENSG00000273844	0	0	0	0	0	0	0	0
ENSG00000273846	0	0	0	0	0	0	0	1
ENSG00000273849	0	0	0	0	0	0	0	0
ENSG00000273851	0	0	0	1	0	0	0	0
ENSG00000273853	0	0	0	0	0	0	0	0
ENSG00000273855	0	0	2	0	0	0	0	0
ENSG00000273858	0	0	0	0	0	0	0	0
ENSG00000273860	0	0	0	0	0	0	0	0
ENSG00000273863	0	0	0	0	0	0	0	0
ENSG00000273866	0	0	0	1	0	0	1	0
ENSG00000273870	0	0	0	0	0	0	0	0
ENSG00000273872	0	0	0	0	0	0	0	0
ENSG00000273874	0	1	0	1	0	0	2	0
ENSG00000273876	0	0	0	0	0	0	0	0
ENSG00000273877	0	0	0	0	0	0	0	0
ENSG00000273882	0	0	0	0	0	0	0	0
ENSG00000273885	0	0	0	0	0	0	0	0
ENSG00000273886	0	0	0	0	0	0	0	0
ENSG00000273888	24	23	37	44	19	16	19	26
ENSG00000273890	0	0	0	0	1	0	1	0
ENSG00000273891	6	5	0	3	0	2	3	6
ENSG00000273893	29	23	43	29	39	24	42	34
ENSG00000273894	0	0	0	0	0	0	0	0
ENSG00000273897	0	0	0	0	0	0	0	0
ENSG00000273898	0	0	0	0	0	0	0	0
ENSG00000273899	215	203	244	278	210	201	252	237
ENSG00000273900	0	0	0	0	0	0	0	0
ENSG00000273901	10	3	6	12	5	10	8	11
ENSG00000273904	0	1	0	2	0	0	0	0
ENSG00000273906	0	0	0	0	0	0	0	0
ENSG00000273907	0	0	0	1	0	0	0	0
ENSG00000273908	0	0	0	0	0	0	0	0
ENSG00000273912	0	0	0	0	0	0	0	0
ENSG00000273913	1	0	0	0	3	0	0	0
ENSG00000273919	0	0	0	0	0	0	0	0
ENSG00000273920	8	1	7	14	10	4	5	3
ENSG00000273923	1	1	0	0	0	1	1	1
ENSG00000273925	0	0	0	0	1	1	2	1
ENSG00000273927	0	0	0	0	0	0	0	0
ENSG00000273932	0	1	0	2	0	0	2	0
ENSG00000273933	0	0	0	0	0	0	0	0
ENSG00000273937	0	0	0	0	0	0	0	0
ENSG00000273940	0	0	0	0	0	0	0	0
ENSG00000273942	0	0	0	0	0	0	0	0
ENSG00000273945	0	0	0	0	0	0	0	0
ENSG00000273946	0	0	0	0	0	0	0	0
ENSG00000273948	0	0	0	0	0	0	0	0
ENSG00000273950	0	0	0	0	0	0	0	0
ENSG00000273951	2	6	4	8	1	3	6	3
ENSG00000273956	0	0	0	0	0	0	0	0
ENSG00000273957	0	0	0	0	0	0	0	0
ENSG00000273958	0	3	2	1	2	3	2	1
ENSG00000273961	0	0	0	0	0	0	0	0
ENSG00000273962	0	0	0	0	0	0	0	0
ENSG00000273963	0	0	0	0	0	0	0	0
ENSG00000273964	0	0	0	0	0	0	0	0
ENSG00000273965	0	0	0	0	0	0	0	0
ENSG00000273966	0	0	0	0	0	0	0	0
ENSG00000273971	0	5	2	1	0	0	1	0
ENSG00000273972	0	0	0	0	0	0	0	0
ENSG00000273973	8	7	5	14	5	5	6	11
ENSG00000273974	0	0	0	0	0	0	0	0
ENSG00000273975	0	0	0	0	0	0	0	0
ENSG00000273976	0	0	0	0	0	0	0	0
ENSG00000273978	0	0	0	0	0	0	0	0
ENSG00000273979	1	3	0	3	1	0	1	0
ENSG00000273980	0	8	8	12	1	7	0	4
ENSG00000273981	0	0	0	0	0	0	0	0
ENSG00000273982	0	0	0	0	0	0	0	0
ENSG00000273983	0	0	0	0	0	0	0	0
ENSG00000273986	0	0	0	0	0	0	0	0
ENSG00000273987	0	1	2	4	3	6	2	2
ENSG00000273988	0	0	0	0	0	0	0	0
ENSG00000273989	5	2	8	4	0	5	6	1
ENSG00000273994	0	0	0	0	0	0	0	0
ENSG00000273997	0	0	0	0	0	0	0	0
ENSG00000273998	9	10	20	18	8	3	5	6
ENSG00000273999	0	0	0	0	0	0	0	0
ENSG00000274001	2	0	0	3	1	6	5	2
ENSG00000274002	0	0	0	0	0	0	0	1
ENSG00000274004	0	0	0	3	0	0	0	0
ENSG00000274006	0	0	0	0	0	0	0	0
ENSG00000274008	0	0	0	0	0	1	0	0
ENSG00000274010	1	3	7	3	3	6	4	1
ENSG00000274011	0	0	0	0	0	0	0	0
ENSG00000274012	2039	3180	4423	1254	499	4835	732	1153
ENSG00000274015	33	21	35	24	21	34	16	38
ENSG00000274017	0	1	0	0	0	0	0	0
ENSG00000274019	0	0	1	0	0	0	1	0
ENSG00000274020	129	174	215	211	164	172	160	172
ENSG00000274021	5	3	3	2	1	3	2	2
ENSG00000274022	0	0	0	0	0	0	0	0
ENSG00000274023	2	3	1	4	0	2	0	4
ENSG00000274024	0	1	0	0	1	1	0	0
ENSG00000274025	0	0	0	0	0	0	0	0
ENSG00000274026	142	114	185	178	166	143	139	149
ENSG00000274028	0	0	0	0	0	0	0	0
ENSG00000274029	0	0	0	0	0	0	0	0
ENSG00000274031	2	2	1	2	3	0	1	2
ENSG00000274033	0	0	0	0	0	0	0	0
ENSG00000274034	1	5	4	0	2	1	2	0
ENSG00000274038	1	0	4	2	0	0	0	0
ENSG00000274044	0	0	0	0	0	0	0	0
ENSG00000274046	0	0	0	0	0	0	0	0
ENSG00000274049	0	0	0	0	0	0	0	0
ENSG00000274051	2	0	7	0	0	1	4	1
ENSG00000274052	0	0	0	0	0	0	0	0
ENSG00000274054	0	0	0	0	0	0	0	0
ENSG00000274055	0	0	0	0	0	0	0	0
ENSG00000274056	0	0	0	0	0	0	0	0
ENSG00000274059	0	0	0	0	0	0	0	0
ENSG00000274060	0	0	0	0	0	0	0	0
ENSG00000274062	0	0	0	0	0	0	0	0
ENSG00000274064	0	0	0	0	0	0	0	0
ENSG00000274066	0	2	0	4	0	0	2	1
ENSG00000274067	0	0	0	0	0	0	0	0
ENSG00000274068	0	0	0	0	0	0	0	0
ENSG00000274070	135	110	171	187	75	130	151	155
ENSG00000274072	0	0	0	0	0	0	0	0
ENSG00000274075	0	0	0	0	0	0	0	0
ENSG00000274076	0	0	0	0	0	0	0	0
ENSG00000274079	0	0	0	0	0	0	0	0
ENSG00000274080	35	31	45	54	26	41	36	38
ENSG00000274086	0	0	0	0	0	0	0	0
ENSG00000274090	0	0	0	0	0	0	0	0
ENSG00000274091	0	0	0	0	0	0	0	0
ENSG00000274092	0	1	0	0	0	1	0	0
ENSG00000274093	7	17	16	25	7	11	15	12
ENSG00000274097	0	1	0	0	0	0	0	0
ENSG00000274098	0	0	0	0	0	0	0	0
ENSG00000274099	0	0	0	0	0	0	0	0
ENSG00000274102	0	0	0	0	0	0	0	0
ENSG00000274104	17	30	23	34	14	26	26	14
ENSG00000274105	12	18	22	32	18	18	17	13
ENSG00000274111	0	0	0	0	0	0	0	0
ENSG00000274114	52	64	73	89	41	37	79	53
ENSG00000274115	0	2	0	0	0	0	0	3
ENSG00000274116	0	0	0	0	0	0	0	0
ENSG00000274118	0	0	0	0	0	0	0	0
ENSG00000274121	0	0	0	0	0	0	0	0
ENSG00000274124	0	3	1	6	3	2	2	5
ENSG00000274127	0	0	0	0	0	0	0	0
ENSG00000274128	0	1	0	0	2	1	4	1
ENSG00000274133	0	0	0	0	0	0	0	0
ENSG00000274134	1	0	0	1	1	0	0	0
ENSG00000274135	0	1	4	6	2	0	1	5
ENSG00000274139	1	0	0	0	1	0	0	2
ENSG00000274149	0	0	0	0	0	0	0	0
ENSG00000274150	0	0	0	0	0	0	0	0
ENSG00000274154	0	0	0	0	0	0	0	0
ENSG00000274156	2	0	2	2	2	1	1	0
ENSG00000274157	0	0	0	1	0	0	0	0
ENSG00000274159	0	0	2	0	1	0	1	0
ENSG00000274162	0	0	0	0	0	0	0	0
ENSG00000274164	0	0	0	0	0	0	0	0
ENSG00000274167	0	0	0	0	0	0	0	0
ENSG00000274168	0	0	0	0	0	0	0	0
ENSG00000274170	0	0	0	0	0	0	0	0
ENSG00000274172	0	0	0	0	0	0	0	0
ENSG00000274173	0	0	0	0	0	0	0	0
ENSG00000274175	0	0	0	0	0	0	0	0
ENSG00000274177	15	6	12	4	4	0	10	12
ENSG00000274178	0	0	0	0	0	0	0	0
ENSG00000274180	493	470	500	624	306	453	515	494
ENSG00000274181	0	0	0	0	0	0	0	0
ENSG00000274183	0	0	0	0	0	0	0	0
ENSG00000274184	8	2	8	13	7	0	3	6
ENSG00000274186	1	0	0	0	0	0	0	0
ENSG00000274191	4	9	10	14	6	5	11	11
ENSG00000274196	0	0	0	0	0	0	0	0
ENSG00000274197	0	0	0	0	0	0	0	0
ENSG00000274198	0	0	0	0	0	1	0	0
ENSG00000274199	0	0	0	0	0	0	0	0
ENSG00000274202	0	0	0	0	0	0	0	0
ENSG00000274204	53	78	121	99	10	58	79	72
ENSG00000274206	0	0	0	0	0	0	0	0
ENSG00000274209	1	0	0	2	0	0	1	0
ENSG00000274210	10	7	11	10	4	3	6	6
ENSG00000274211	539	607	773	769	324	535	676	691
ENSG00000274212	0	0	0	0	0	0	0	0
ENSG00000274213	1	1	7	5	4	2	1	6
ENSG00000274214	4	9	15	7	1	6	8	9
ENSG00000274215	1	0	1	1	4	0	0	1
ENSG00000274216	0	0	0	0	0	0	0	0
ENSG00000274219	0	0	0	0	0	0	0	0
ENSG00000274220	10	11	7	9	6	13	11	16
ENSG00000274225	4	9	7	16	3	4	3	2
ENSG00000274226	0	0	0	0	0	0	0	0
ENSG00000274227	3	14	12	9	7	8	10	16
ENSG00000274228	0	0	0	0	0	0	0	0
ENSG00000274230	0	0	0	0	0	0	0	0
ENSG00000274231	0	0	0	0	0	0	0	0
ENSG00000274234	0	0	0	0	0	0	0	0
ENSG00000274235	0	0	0	1	0	0	1	0
ENSG00000274238	0	0	0	0	0	0	0	0
ENSG00000274242	0	0	0	0	0	0	0	0
ENSG00000274244	0	0	0	0	0	0	0	0
ENSG00000274248	2	4	2	6	3	6	6	2
ENSG00000274251	3	3	15	7	3	3	6	8
ENSG00000274252	0	0	0	0	0	2	0	0
ENSG00000274253	72	82	104	165	125	101	105	108
ENSG00000274256	0	0	0	0	0	0	0	0
ENSG00000274258	0	0	0	1	4	0	0	3
ENSG00000274259	1	0	0	1	0	2	0	2
ENSG00000274261	0	0	0	0	0	0	0	0
ENSG00000274263	0	0	0	0	0	0	0	0
ENSG00000274265	125	149	163	135	105	131	166	129
ENSG00000274266	0	0	0	0	0	0	0	0
ENSG00000274267	12	3	19	14	2	7	7	9
ENSG00000274269	0	0	0	0	0	0	0	0
ENSG00000274270	18	9	11	9	10	6	11	4
ENSG00000274272	1	0	0	0	0	1	0	1
ENSG00000274274	0	0	0	0	0	0	0	0
ENSG00000274275	0	0	0	0	1	0	0	1
ENSG00000274276	834	830	1037	1293	588	706	905	913
ENSG00000274279	0	0	0	0	0	0	0	0
ENSG00000274280	0	0	0	0	0	0	0	0
ENSG00000274281	0	0	0	0	0	0	0	0
ENSG00000274282	0	0	0	0	0	0	0	0
ENSG00000274284	0	0	0	0	0	0	0	0
ENSG00000274286	7	6	12	20	9	5	2	9
ENSG00000274290	40	40	45	56	34	55	64	46
ENSG00000274292	14	25	23	15	8	13	22	12
ENSG00000274293	0	0	0	0	0	0	0	0
